"","0.80800000000000005","X2","73","X4","X5","X6","X7","74","X9","X10","X11","X12","X13","X14","X15","X16","75","X18","X19","X20","X21","76","X23","X24","X25","X26","77","X28","X29","X30","X31","78","X33","X34","X35","X36"
"1","Digital Access Attribute Totals
(sorted by winner below)",NA,"Cellular competitiveness level","raw data","difference","raw score","weighted score","Average cost of baseline package with data","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Free WIFI scale","raw data","difference","raw score","weighted score","Mobile phone infrastructure","raw data","difference","raw score","weighted score","Municipal government open urban data scale","raw data","difference","raw score","weighted score","Gamers + Developers scale","raw data","difference","raw score","weighted score"
"73","San Francisco","63.093012591258372","Mumbai","10","34","19.047619047619051","15.390476190476194","London","12.16","1.5636000000000001","19.013376000000001","7.85","2.4220861146496819","2.3376330534251921","90.468286001021383","73.098375088825279","Buenos Aires","10","3","70","56.56","Dallas","3","0","100","80.800000000000011","Los Angeles","6","0","100","80.800000000000011","London","5","0","100","80.800000000000011"
"74","Tel Aviv","62.645930503088785","New York City","10","34","19.047619047619051","15.390476190476194","Karachi","150","9.9000000000000008E-3","1.4850000000000001","0.52","2.8557692307692308","2.771316169544741","88.699940270719338","71.669551738741234","Dallas","10","3","70","56.56","Dar Es Salaam","3","0","100","80.800000000000011","New York City","6","0","100","80.800000000000011","Los Angeles","5","0","100","80.800000000000011"
"75","Los Angeles","62.483725879739012","San Francisco","10","34","19.047619047619051","15.390476190476194","New York City","25","1","25","8.75","2.8571428571428572","2.7726897959183674","88.694339300235256","71.665026154590095","Istanbul","10","3","70","56.56","Detroit","3","0","100","80.800000000000011","Osaka","6","0","100","80.800000000000011","Madrid","5","0","100","80.800000000000011"
"76","Warsaw","62.362595282758768","Bogota","9","35","16.666666666666671","13.466666666666672","Tel Aviv","67","0.27729999999999999","18.5791","6.41","2.8984555382215289","2.8140024769970391","88.525886574091629","71.528916351866044","London","10","3","70","56.56","Dubai","3","0","100","80.800000000000011","Paris","6","0","100","80.800000000000011","Manila","5","0","100","80.800000000000011"
"77","Boston","61.615220320094984","Lagos","9","35","16.666666666666671","13.466666666666672","San Francisco","34","1","34","11.05","3.0769230769230766","2.9924700156985868","87.798184022781328","70.940932690407323","Osaka","10","3","70","56.56","Durban","3","0","100","80.800000000000011","Rio De Janeiro","6","0","100","80.800000000000011","Mexico City","5","0","100","80.800000000000011"
"78","Seoul","60.608771714721939","Tel Aviv","9","35","16.666666666666671","13.466666666666672","Warsaw","27.68","0.31690000000000002","8.7717919999999996","2.66","3.2976661654135335","3.2132131041890437","86.898102641890816","70.21366693464779","Quito","10","3","70","56.56","Hong Kong","3","0","100","80.800000000000011","Santiago","6","0","100","80.800000000000011","Montreal","5","0","100","80.800000000000011"
"79","Washington","60.139597361606377","Toronto","9","35","16.666666666666671","13.466666666666672","Vancouver","35","0.97109999999999996","33.988500000000002","9.9499999999999993","3.4159296482412063","3.3314765870167165","86.415882520480054","69.824033076547892","San Francisco","10","3","70","56.56","Jakarta","3","0","100","80.800000000000011","Sao Paulo","6","0","100","80.800000000000011","New York City","5","0","100","80.800000000000011"
"80","Chicago","60.050700191339892","Mexico City","8","36","14.285714285714292","11.542857142857148","Los Angeles","34","1","34","9","3.7777777777777777","3.6933247165532879","84.940444415789372","68.631879087957813","Singapore","10","3","70","56.56","Johannesburg","3","0","100","80.800000000000011","Seoul","6","0","100","80.800000000000011","Paris","5","0","100","80.800000000000011"
"81","Vancouver","59.283688052440532","New Delhi","8","36","14.285714285714292","11.542857142857148","Tehran","90000","1E-4","9","2.2400000000000002","4.0178571428571423","3.9334040816326525","83.961519241181719","67.840907546874831","Tokyo","10","3","70","56.56","Karachi","3","0","100","80.800000000000011","Tel Aviv","6","0","100","80.800000000000011","Quito","5","0","100","80.800000000000011"
"82","Buenos Aires","59.060843358146705","Rome","8","36","14.285714285714292","11.542857142857148","Chicago","34","1","34","8.25","4.1212121212121211","4.0367590599876317","83.540088643848748","67.500391624229792","Toronto","10","3","70","56.56","Lagos","3","0","100","80.800000000000011","Toronto","6","0","100","80.800000000000011","Rio De Janeiro","5","0","100","80.800000000000011"
"83","Montreal","59.010311162477478","Dallas","7","37","11.904761904761912","9.6190476190476257","Durban","56.25","0.1038","5.8387500000000001","1.38","4.2309782608695654","4.146525199645076","83.092516494552825","67.138753327598693","Chicago","9","4","60","48.480000000000004","Lima","3","0","100","80.800000000000011","Warsaw","6","0","100","80.800000000000011","Rome","5","0","100","80.800000000000011"
"84","Miami","59.003979416726331","Dar Es Salaam","7","37","11.904761904761912","9.6190476190476257","Johannesburg","56.25","0.1038","5.8387500000000001","1.38","4.2309782608695654","4.146525199645076","83.092516494552825","67.138753327598693","Jakarta","9","4","60","48.480000000000004","London","3","0","100","80.800000000000011","Washington","6","0","100","80.800000000000011","San Francisco","5","0","100","80.800000000000011"
"85","Singapore","58.115648565492428","Detroit","7","37","11.904761904761912","9.6190476190476257","Hong Kong","127.40","0.12889999999999999","16.421859999999999","3.87","4.243374677002584","4.1589216157780946","83.041970027039824","67.097911781848182","Karachi","9","4","60","48.480000000000004","Los Angeles","3","0","100","80.800000000000011","Miami","5","1","91.666666666666671","74.066666666666677","Sao Paulo","5","0","100","80.800000000000011"
"86","Rome","57.839890159639715","Hong Kong","7","37","11.904761904761912","9.6190476190476257","Boston","34","1","34","8","4.25","4.1655469387755106","83.014955229371012","67.076083825331779","Los Angeles","9","4","60","48.480000000000004","Madrid","3","0","100","80.800000000000011","Rome","5","1","91.666666666666671","74.066666666666677","Seoul","5","0","100","80.800000000000011"
"87","Dallas","56.226491374286674","Miami","7","37","11.904761904761912","9.6190476190476257","Montreal","44.13","0.97109999999999996","42.854643000000003","10.050000000000001","4.2641435820895524","4.179690520865063","82.957284681291981","67.029486022483923","Montreal","9","4","60","48.480000000000004","Manila","3","0","100","80.800000000000011","San Francisco","5","1","91.666666666666671","74.066666666666677","Singapore","5","0","100","80.800000000000011"
"88","Bogota","56.12320285734566","Montreal","7","37","11.904761904761912","9.6190476190476257","Toronto","45.1","0.97109999999999996","43.796610000000001","9.9499999999999993","4.4016693467336685","4.3172162855091791","82.396522480330688","66.576390164107195","Shanghai","9","4","60","48.480000000000004","Mexico City","3","0","100","80.800000000000011","Vancouver","5","1","91.666666666666671","74.066666666666677","Tel Aviv","5","0","100","80.800000000000011"
"89","Detroit","55.896072284431142","Santiago","7","37","11.904761904761912","9.6190476190476257","Washington","37","1","37","8.25","4.4848484848484844","4.4003954236239951","82.057359002970429","66.302346074400106","Sydney","9","4","60","48.480000000000004","Miami","3","0","100","80.800000000000011","Bogota","4","2","83.333333333333329","67.333333333333329","Toronto","5","0","100","80.800000000000011"
"90","Quito","55.889717404737858","Sao Paulo","7","37","11.904761904761912","9.6190476190476257","Detroit","41","1","41","8.15","5.0306748466257662","4.9462217854012769","79.831748458175582","64.504052754205873","Tehran","9","4","60","48.480000000000004","Montreal","3","0","100","80.800000000000011","Casablanca","4","2","83.333333333333329","67.333333333333329","Warsaw","5","0","100","80.800000000000011"
"91","Rio De Janeiro","55.771641987090071","Boston","6","38","9.5238095238095184","7.695238095238091","Miami","41","1","41","8.0500000000000007","5.0931677018633534","5.0087146406388641","79.576933433964896","64.298162214643639","Tel Aviv","9","4","60","48.480000000000004","Nairobi","3","0","100","80.800000000000011","Chicago","4","2","83.333333333333329","67.333333333333329","Boston","4","1","75","60.6"
"92","Tokyo","55.595869868397017","Jakarta","6","38","9.5238095238095184","7.695238095238091","Moscow","199","3.1399999999999997E-2","6.2485999999999997","1.21","5.1641322314049587","5.0796791701804693","79.287575102608514","64.06436068290769","Berlin","8","5","50","40.400000000000006","New York City","3","0","100","80.800000000000011","Dallas","4","2","83.333333333333329","67.333333333333329","Dallas","4","1","75","60.6"
"93","Jakarta","55.425361112733071","Karachi","6","38","9.5238095238095184","7.695238095238091","Tokyo","5028","1.0200000000000001E-2","51.285600000000002","9.1","5.6357802197802203","5.5513271585557309","77.364427358440778","62.51045730562015","Dubai","8","5","50","40.400000000000006","Osaka","3","0","100","80.800000000000011","Detroit","4","2","83.333333333333329","67.333333333333329","Dubai","4","1","75","60.6"
"94","Sao Paulo","55.027020799063997","Washington","6","38","9.5238095238095184","7.695238095238091","Dallas","41","1","41","7.25","5.6551724137931032","5.5707193525686138","77.285355561063227","62.446567293339093","Paris","8","5","50","40.400000000000006","Paris","3","0","100","80.800000000000011","Dubai","4","2","83.333333333333329","67.333333333333329","Karachi","4","1","75","60.6"
"95","Karachi","53.85190941677434","Accra","5","39","7.1428571428571388","5.7714285714285687","Bogota","19900","5.0000000000000001E-4","9.9500000000000011","1.72","5.7848837209302335","5.7004306597057441","76.756456861477673","62.019217144073963","Rio De Janeiro","8","5","50","40.400000000000006","Quito","3","0","100","80.800000000000011","Mexico City","4","2","83.333333333333329","67.333333333333329","Miami","4","1","75","60.6"
"96","Lima","53.161269841269849","Osaka","5","39","7.1428571428571388","5.7714285714285687","Quito","12.73","1","12.73","2.13","5.9765258215962449","5.8920727603717555","75.975034947959045","61.387828237950913","Warsaw","8","5","50","40.400000000000006","Rio De Janeiro","3","0","100","80.800000000000011","Montreal","4","2","83.333333333333329","67.333333333333329","Moscow","4","1","75","60.6"
"97","Santiago","51.975119061010872","Tokyo","5","39","7.1428571428571388","5.7714285714285687","Singapore","30.07","0.79949999999999999","24.040965","4","6.01024125","5.9257881887755106","75.837560069073859","61.276748535811684","Bangkok","7","6","40","32.32","Rome","3","0","100","80.800000000000011","Mumbai","4","2","83.333333333333329","67.333333333333329","Shanghai","4","1","75","60.6"
"98","Osaka","50.845099244164942","Vancouver","5","39","7.1428571428571388","5.7714285714285687","Osaka","5028","1.0200000000000001E-2","51.285600000000002","8.39","6.1127056019070318","6.0282525406825425","75.419761006882524","60.939166893561087","Beirut","7","6","40","32.32","San Francisco","3","0","100","80.800000000000011","Nairobi","4","2","83.333333333333329","67.333333333333329","Tehran","4","1","75","60.6"
"99","Lagos","50.837337882033069","Bangkok","4","40","4.7619047619047592","3.8476190476190455","Bangkok","249","3.2599999999999997E-2","8.1173999999999999","1.22","6.6536065573770493","6.5691534961525599","73.21423383838183","59.157100941412523","Bogota","7","6","40","32.32","Santiago","3","0","100","80.800000000000011","New Delhi","4","2","83.333333333333329","67.333333333333329","Tokyo","4","1","75","60.6"
"100","Cairo","49.545336731730096","Buenos Aires","4","40","4.7619047619047592","3.8476190476190455","New Delhi","274","1.7100000000000001E-2","4.6854000000000005","0.62","7.5570967741935489","7.4726437129690595","69.530246595408997","56.180439249090476","Detroit","7","6","40","32.32","Sao Paulo","3","0","100","80.800000000000011","Singapore","4","2","83.333333333333329","67.333333333333329","Vancouver","4","1","75","60.6"
"101","Dubai","47.846749128306271","Casablanca","4","40","4.7619047619047592","3.8476190476190455","Santiago","9709","2E-3","19.417999999999999","2.5299999999999998","7.6750988142292496","7.5906457530047602","69.049092508685135","55.791666747017594","Johannesburg","7","6","40","32.32","Seoul","3","0","100","80.800000000000011","Sydney","4","2","83.333333333333329","67.333333333333329","Washington","4","1","75","60.6"
"102","Mexico City","45.293736962276","Durban","4","40","4.7619047619047592","3.8476190476190455","Cairo",NA,"0.14630000000000001","0","0.91","7.7206647087312064","7.636211647506717","68.863297277109382","55.641544199904374","Lima","7","6","40","32.32","Shanghai","3","0","100","80.800000000000011","Tehran","4","2","83.333333333333329","67.333333333333329","Beirut","3","2","50","40.400000000000006"
"103","Durban","44.82439539586963","Johannesburg","4","40","4.7619047619047592","3.8476190476190455","Istanbul","39.630000000000003","0.52529999999999999","20.817639","2.4700000000000002","8.4281939271255055","8.3437408659010153","65.978342281382481","53.310500563357046","Manila","7","6","40","32.32","Singapore","3","0","100","80.800000000000011","Tokyo","4","2","83.333333333333329","67.333333333333329","Caracas","3","2","50","40.400000000000006"
"104","Shanghai","44.416177825826402","Lima","4","40","4.7619047619047592","3.8476190476190455","Buenos Aires","168.25","0.1832","30.823399999999999","3.44","8.9602906976744183","8.8758376364499281","63.808714234234102","51.557441101261155","Sao Paulo","7","6","40","32.32","Sydney","3","0","100","80.800000000000011","Accra","3","3","75","60.6","Istanbul","3","2","50","40.400000000000006"
"105","Tehran","41.350309987971201","Rio De Janeiro","4","40","4.7619047619047592","3.8476190476190455","Rio De Janeiro","50","0.46410000000000001","23.205000000000002","2.31","10.045454545454547","9.9610014842300565","59.383951577872928","47.98223287492133","Amsterdam","6","7","30","24.240000000000002","Tel Aviv","3","0","100","80.800000000000011","Madrid","3","3","75","60.6","Jakarta","3","2","50","40.400000000000006"
"106","Manila","39.815709377207071","Tehran","4","40","4.7619047619047592","3.8476190476190455","Accra","n/a","0.48759999999999998","na","0.37","10.695322280682021","10.61086921945753","56.734111655274283","45.841162217461623","Cairo","6","7","30","24.240000000000002","Tokyo","3","0","100","80.800000000000011","Berlin","2","4","66.666666666666657","53.86666666666666","Lima","3","2","50","40.400000000000006"
"107","Moscow","39.502472812230643","Cairo","3","41","2.3809523809523796","1.9238095238095227","Nairobi",NA,"1.18E-2","0","0.9","10.695322280682021","10.61086921945753","56.734111655274283","45.841162217461623","Mexico City","6","7","30","24.240000000000002","Toronto","3","0","100","80.800000000000011","Cairo","2","4","66.666666666666657","53.86666666666666","Sydney","3","2","50","40.400000000000006"
"108","Nairobi","38.709717512434082","Caracas","3","41","2.3809523809523796","1.9238095238095227","Sao Paulo",NA,"0.46410000000000001","0","2.31","10.700811536875657","10.616358475651166","56.711729177396414","45.823077175336309","Mumbai","6","7","30","24.240000000000002","Vancouver","3","0","100","80.800000000000011","Caracas","2","4","66.666666666666657","53.86666666666666","Accra","2","3","25","20.200000000000003"
"109","Accra","38.228765131481701","Istanbul","3","41","2.3809523809523796","1.9238095238095227","Beirut","21750","6.9999999999999999E-4","15.225","1.4","10.875","10.79054693877551","56.001474584619288","45.249191464372387","New Delhi","6","7","30","24.240000000000002","Warsaw","3","0","100","80.800000000000011","Karachi","2","4","66.666666666666657","53.86666666666666","Casablanca","2","3","25","20.200000000000003"
"110","Istanbul","36.587940570083319","Moscow","3","41","2.3809523809523796","1.9238095238095227","Manila","599","2.3599999999999999E-2","14.1364","1.29","10.958449612403101","10.87399655117861","55.661208246587108","44.974256263242388","Rome","6","7","30","24.240000000000002","Washington","3","0","100","80.800000000000011","Moscow","2","4","66.666666666666657","53.86666666666666","Dar Es Salaam","2","3","25","20.200000000000003"
"111","Johannesburg","35.173284284758516","Nairobi","3","41","2.3809523809523796","1.9238095238095227","Mumbai","282","1.7100000000000001E-2","4.8222000000000005","0.43","11.214418604651165","11.129965543426675","54.617493013719226","44.130934355085138","Accra","5","8","20","16.16","Caracas","2","1","50","40.400000000000006","Quito","2","4","66.666666666666657","53.86666666666666","Durban","2","3","25","20.200000000000003"
"112","Bangkok","34.965231109283039","Quito","3","41","2.3809523809523796","1.9238095238095227","Lagos","1368.3","6.3E-3","8.6202899999999989","0.71","12.14125352112676","12.05680045990227","50.838317605856048","41.077360625531689","Durban","5","8","20","16.16","Istanbul","2","1","50","40.400000000000006","Bangkok","-1","7","41.666666666666664","33.666666666666664","Johannesburg","2","3","25","20.200000000000003"
"113","New Delhi","29.916104954213495","Seoul","3","41","2.3809523809523796","1.9238095238095227","Casablanca","149","0.1201","17.8949","1.47","12.173401360544219","12.088948299319728","50.707234581271273","40.971445541667194","Moscow","5","8","20","16.16","Moscow","2","1","50","40.400000000000006","Istanbul","-2","8","33.333333333333329","26.93333333333333","Mumbai","2","3","25","20.200000000000003"
"114","Mumbai","28.549123979815779","Shanghai","3","41","2.3809523809523796","1.9238095238095227","Seoul","64000","8.9999999999999998E-4","57.6","4.46","12.914798206278027","12.830345145053537","47.684184114507474","38.528820764522038","Nairobi","5","8","20","16.16","Beirut","1","2","0","0","Johannesburg","-5","11","8.3333333333333286","6.7333333333333298","Nairobi","2","3","25","20.200000000000003"
"115","Caracas","24.111746031746026","Singapore","3","41","2.3809523809523796","1.9238095238095227","Dubai","75","0.27229999999999999","20.422499999999999","1.56","13.091346153846153","13.006893092621663","46.96430870854487","37.94716143650426","Caracas","4","9","10","8.08","Casablanca","1","2","0","0","Beirut","-6","12","0","0","New Delhi","2","3","25","20.200000000000003"
"116","Casablanca","23.40539965376993","Beirut","2","42","0","0","Dar Es Salaam","8970","5.9999999999999995E-4","5.3819999999999997","0.26","20.7","20.615546938775509","15.939973100138417","12.879498264911842","Casablanca","4","9","10","8.08","Mumbai","1","2","0","0","Dar Es Salaam","-6","12","0","0","Osaka","2","3","25","20.200000000000003"
"117","Dar Es Salaam","20.583090980659914","Dubai","2","42","0","0","Mexico City","163.37","7.8399999999999997E-2","12.808208","0.56999999999999995","22.470540350877197","22.386087289652707","8.7205832889424784","7.046231297465523","Lagos","4","9","10","8.08","New Delhi","1","2","0","0","Manila","-6","12","0","0","Santiago","2","3","25","20.200000000000003"
"118","Beirut","19.66153191072873","Manila","2","42","0","0","Caracas","79","0.1651","13.042899999999999","0.53","24.609245283018865","24.524792221794375","-1.4210854715202004E-14","-1.148237060988322E-14","Dar Es Salaam","3","10","0","0","Tehran","1","2","0","0","Shanghai","-6","12","0","0","Bangkok","1","4","0","0"
