"","0.83299999999999996","X2","58","X4","X5","X6","X7","X8","X9","59","X11","X12","X13","X14","60","X16","X17","X18","X19"
"1","Public Space Attribute Totals
(sorted by winner below)",NA,"Total green space/public space","raw data","population","per 1000","difference","raw score","weighted score","Number of municipally maintained sports facilities/fields","raw data","difference","raw score","weighted score","Number of public libraries","raw data","difference","raw score","weighted score"
"95","Detroit","2.7848085503184259","Rio De Janeiro","58","6453682","8.9871177414691337E-3","1.794705930565055","0.49825962063270879","0.41505026398704642","Rome","156","15114","1.0021615248575273","0.83480055020632016","Mumbai","28","460","5.3497942386831312","4.4563786008230482"
"96","Washington","2.7435476712945976","Quito","20.2","2670000","7.5655430711610485E-3","1.7961275052353631","0.41944495168561957","0.34939764475412111","Accra","n/a","na","na","0.68111722451474643","Singapore","27","461","5.1440329218106911","4.2849794238683057"
"97","Montreal","2.5249920599064519","London","51.71","8173941","6.3262017672992745E-3","1.7973668465392247","0.35073362992638124","0.29216111372867554","San Francisco","122","15148","0.7794589637780831","0.64928931682714319","Amsterdam","26","462","4.9382716049382651","4.1135802469135747"
"98","Rome","2.3990412214739649","Jakarta","66.099999999999994","11374022","5.8114886712897157E-3","1.7978815596352344","0.32219700563780407","0.26839010569629079","Cairo","93","15177","0.58950677932796225","0.49105914718019256","Washington","26","462","4.9382716049382651","4.1135802469135747"
"99","New Delhi","2.252552605422546","Mexico City","46.910724000000002","8851080","5.3E-3","1.798393048306524","0.29383914928324373","0.24476801135294202","Los Angeles","91","15179","0.57640662867622439","0.48014672168729489","Boston","25","463","4.7325102880658392","3.9421810699588438"
"100","Buenos Aires","2.2407744154333451","Sydney","18.8","4757083","3.9520016783394368E-3","1.7997410466281847","0.21910368608037345","0.18251337050495109","Bogota","90","15180","0.56985655335036256","0.47469050894085202","Osaka","24","464","4.5267489711934132","3.7707818930041133"
"101","Vancouver","1.8730652414771598","Hong Kong","23.02","7071600","3.2552746196051812E-3","1.8004377736869188","0.18047587874281135","0.15033640699276185","Madrid","69","15201","0.43230497150716474","0.36011004126546819","Sydney","24","464","4.5267489711934132","3.7707818930041133"
"102","Boston","1.8180912011807067","Osaka","8.7176240000000007","2683487","3.2486179362896115E-3","1.8004444303702345","0.18010682018910984","0.1500289812175285","New Delhi","68","15202","0.42575489618130291","0.35465382851902533","Detroit","23","465","4.3209876543209873","3.5993827160493823"
"103","Amsterdam","1.6837278679481678","Bangkok","18.809999999999999","8280925","2.2714853715013719E-3","1.8014215629350228","0.12593282481641666","0.10490204307207507","Dubai","55","15215","0.34060391694504233","0.28372306281522025","Vancouver","22","466","4.1152263374485614","3.4279835390946514"
"104","Singapore","1.6685464879742755","Miami","3.5207700000000002","2496435","1.4103191150580728E-3","1.802282729191466","7.818821116535446E-2","6.513077990074026E-2","Tel Aviv","48","15222","0.29475338966398112","0.24552957359009628","Bogota","21","467","3.9094650205761354","3.2565843621399209"
"105","Osaka","1.5888412833069532","New Delhi","22.26","16787941","1.3259517650199032E-3","1.8023670965415042","7.3510732801338463E-2","6.1234440423514939E-2","Caracas","35","15235","0.20960241042772054","0.1745988078862912","Tel Aviv","20","468","3.7037037037036953","3.0851851851851779"
"106","Mumbai","1.5117503614184982","Mumbai","15.37","12442373","1.2352949071692352E-3","1.8024577533993549","6.8484552757098527E-2","5.7047632446663069E-2","Amsterdam","30","15240","0.17685203379838299","0.14731774415405302","Cairo","18","470","3.2921810699588434","2.7423868312757165"
"107","Sydney","1.3614147898079256","Casablanca","3.8","4055807","9.3692821182073008E-4","1.8027561200947033","5.194256392606178E-2","4.3268155750409459E-2","Sydney","27","15243","0.1572018078207833","0.13094910591471248","Dar Es Salaam","16","472","2.8806584362139915","2.399588477366255"
"108","Tel Aviv","1.1125502564545768","Dar Es Salaam","4","4364541","9.164766695971008E-4","1.8027765716369271","5.0808693462911947E-2","4.232364165460565E-2","Istanbul","26","15244","0.15065173249492148","0.12549289316826959","Istanbul","15","473","2.6748971193415656","2.2281893004115241"
